"Employeurs ayant obtenu une étude d’impact sur le marché du travail  (EIMT) positive en 2020 (avril-juin), par volet, classification nationale des professions (CNP) 2011 et lieu de affaires",,,,,,
Province/Territory,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Approuvés,
Québec,     Haut salaire,Centre de services scolaire de la Pointe-de-l’île,"Montreal, H1A2T7",4031-Enseignants au niveau secondaire,1,
Québec,     Haut salaire,Centre de services scolaire de la Pointe-de-l’île,"Montreal, H1A2T7",4032-Enseignants aux niveaux primaire et préscolaire,13,
Québec,     Haut salaire,Centre Hospitalier de l'Université de Montréal,"MONTRÉAL, H2X0A9",3012-Infirmiers autorisés et infirmiers psychiatriques autorisés,6,
Québec,     Haut salaire,Centre Hospitalier de l'Université de Montréal,"MONTRÉAL, H2X0A9",3111-Médecins spécialistes,1,
Québec,     Haut salaire,Centre intégré de santé et de CSSS DE LA HAUTE-GASPÉSIE,"Gaspé, G4X2W2",3012-Infirmiers autorisés et infirmiers psychiatriques autorisés,2,
Québec,     Haut salaire,Centre intégré de santé et de services sociaux de la Côte-Nord,"Baie-Comeau, G5C1P5",3012-Infirmiers autorisés et infirmiers psychiatriques autorisés,3,
Québec,     Haut salaire,Centre intégré de santé et services sociaux des Laurentides,"Saint-Jérôme, J7Z5T3",3012-Infirmiers autorisés et infirmiers psychiatriques autorisés,2,
Québec,     Haut salaire,Centre intégré universitaire de santé et de services sociaux de la Capitale Nationale,"Baie-Saint-Paul, G0A3V0",3012-Infirmiers autorisés et infirmiers psychiatriques autorisés,4,
Québec,     Haut salaire,Centre intégré universitaire de santé et de services sociaux de la Capitale Nationale,"Baie-Saint-Paul, G0A3V0","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",6,
Québec,     Haut salaire,Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec,"Trois-Rivières, G9A5C5",3012-Infirmiers autorisés et infirmiers psychiatriques autorisés,1,
Québec,     Haut salaire,Centre intégré universitaire de santé et services sociaux de l'Estrie - Centre hospitalier universit,"Sherbrooke, J1G1B1",3012-Infirmiers autorisés et infirmiers psychiatriques autorisés,6,
Québec,     Haut salaire,CENTRE-COLLISION HENRI-BOURASSA INC.,"Montréal, H1P1Z9",7322-Débosseleurs et réparateurs de carrosserie,1,
Québec,     Haut salaire,Charles Tellier inc.,"Saint-Charles-Borromée, J6E2B4",1222-Adjoints de direction,1,
Québec,     Haut salaire,Charl-Pol Inc.,"SAGUENAY, G7B0J4",7237-Soudeurs et opérateurs de machines à souder et à braser,5,
Québec,     Haut salaire,CHU Sainte-Justine,"MONTRÉAL, H3T1C5",3012-Infirmiers autorisés et infirmiers psychiatriques autorisés,2,
Québec,     Haut salaire,CHU Sainte-Justine,"MONTRÉAL, H3T1C5",3125-Autres professionnels en diagnostic et en traitement de la santé,1,
Québec,     Haut salaire,Cisolift Distribution Inc.,"St-Germain-de-Grantham, J0C1K0",7311-Mécaniciens de chantier et mécaniciens industriels,1,
Québec,     Haut salaire,CISSS de la Montérégie-Centre,"SAINT-JEAN-SUR-RICHELIEU, J3A1T6",3012-Infirmiers autorisés et infirmiers psychiatriques autorisés,4,
Québec,     Haut salaire,CISSS de l'Outaouais,"GATINEAU, J8T4J3",3012-Infirmiers autorisés et infirmiers psychiatriques autorisés,3,
Québec,     Haut salaire,CIUSSS Centre-Sud de L'Île de Montréal,"MONTRÉAL, H1T1C2",3012-Infirmiers autorisés et infirmiers psychiatriques autorisés,3,
Québec,     Haut salaire,CIUSSS Centre-Sud de L'Île de Montréal,"MONTRÉAL, H1T1C2","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",2,
Québec,     Haut salaire,CIUSSS de l'EST de l'île de Montréal,"MONTRÉAL, H1T2M4",3012-Infirmiers autorisés et infirmiers psychiatriques autorisés,2,
Québec,     Haut salaire,Clôture Alpha inc.,"l'Ancienne Lorette, G2G2P5","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",1,
Québec,     Haut salaire,Collège des médecins du Québec,"MONTRÉAL, H3B0G2",3111-Médecins spécialistes,3,
Québec,     Haut salaire,Commission Scolaire de Montréal,"Montréal, H1X3B3",4031-Enseignants au niveau secondaire,5,
Québec,     Haut salaire,Commission Scolaire de Montréal,"Montréal, H1X3B3",4032-Enseignants aux niveaux primaire et préscolaire,53,
Québec,     Haut salaire,COMPLEXE AUTOMOBILE PREMIER CHOIX MTL INC.,"Montréal, H1B1C4","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1,
Québec,     Haut salaire,Comptoir Agricole Ste-Anne Inc.,"Repentigny, J5Z4X5",7237-Soudeurs et opérateurs de machines à souder et à braser,2,
Québec,     Haut salaire,Concordia University,"Montréal, H3H2T4",4011-Professeurs et chargés de cours au niveau universitaire,2,
Québec,     Haut salaire,Coopérative de Solidarité Alimentaire de Laval,"Laval, H7S1Z3",6322-Cuisiniers,1,
Québec,     Haut salaire,Cooptalis Numérique Inc.,"Montréal, H2Y1W8",2174-Programmeurs et développeurs en médias interactifs,2,
Québec,     Haut salaire,Creaform Inc.,"LÉVIS, G6W0L9",2253-Technologues et techniciens en dessin,2,
Québec,     Haut salaire,DELAFONTAINE INC.,"Sherbrooke, J1L1K4",7237-Soudeurs et opérateurs de machines à souder et à braser,3,
Québec,     Haut salaire,Delom Services inc.,"Montréal, H1A3N6",7333-Électromécaniciens,1,
Québec,     Haut salaire,Denson Automation Inc.,"Boucherville, J4B1E7",1222-Adjoints de direction,1,
Québec,     Haut salaire,Divertissements Gameloft inc,"Montreal, H2R2Z5",5241-Designers graphiques et illustrateurs,1,
Québec,     Haut salaire,Doucet Machineries inc.,"Daveluyville, G0Z1C0",7231-Machinistes et vérificateurs d'usinage et d'outillage,1,
Québec,     Haut salaire,DUPONT MÉTAL INC,"Sainte-Anne-de-la-Pérade, G0X2J0",7237-Soudeurs et opérateurs de machines à souder et à braser,3,
Québec,     Haut salaire,Fablab inc.,"Montréal, H2G1Y9",2173-Ingénieurs et concepteurs en logiciel,1,
Québec,     Haut salaire,Fédération des caisses Desjardins du Québec,"Lévis, G6V7N5",1225-Agents aux achats,1,
Québec,     Haut salaire,FESTIVAL TRANSAMÉRIQUES INC,"Montreal, H5B1C3",5241-Designers graphiques et illustrateurs,1,
Québec,     Haut salaire,Garage Azores Inc.,"Montréal, H2G3A6",7322-Débosseleurs et réparateurs de carrosserie,1,
Québec,     Haut salaire,GARAGE CHAREST & FRÈRES INC.,"TROIS-RIVIERES, G9A4L5","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",4,
Québec,     Haut salaire,GARAGE CLAUDE DALLAIRE & FILS INC,"ST-MATHIEU-DE-BELOEIL, J3G4S5","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",4,
Québec,     Haut salaire,Garage R tessier inc.,"la tuque, G9X3C4","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1,
Québec,     Haut salaire,Gestion Transport A. Laberge et Fils Inc,"MONT-SAINT-GRÉGOIRE, J0J1K0","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1,
Québec,     Haut salaire,GFL Environmental inc,"Boucherville, J4B6A5",7312-Mécaniciens d'équipement lourd,1,
Québec,     Haut salaire,Goberce Inc.,"Daveluyville, G0Z1C0","6342-Tailleurs, couturiers, fourreurs et modistes",1,
Québec,     Haut salaire,Gomel Inc,"Saint-Bruno, J3V6H6",7511-Conducteurs de camions de transport,5,
Québec,     Haut salaire,Gosselin Express Ltée,"Thetford Mines, G6G5S5",7511-Conducteurs de camions de transport,6,
Québec,     Haut salaire,Grondin Transport inc.,"St-Frédéric, G0N1P0","2271-Pilotes, navigateurs et instructeurs de pilotage du transport aérien",1,
Québec,     Haut salaire,Group Aecon Quebec Ltee,"Montreal, H3A1T8","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1,
Québec,     Haut salaire,Group Aecon Quebec Ltee,"Montreal, H3A1T8",0711-Directeurs de la construction,1,
Québec,     Haut salaire,Groupe Conseil I.D.C. Inc.,"La Pocatière, G0R1Z0",2281-Techniciens de réseau informatique,1,
Québec,     Haut salaire,Groupe RPS Inc.,"PIERREVILLE, J0G1J0",7237-Soudeurs et opérateurs de machines à souder et à braser,2,
Québec,     Haut salaire,Groupe Woodchuck inc.,"Cowansville, J2K5B1","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1,
Québec,     Haut salaire,Gurit Tooling (Americas) Inc.,"Montréal, H4T1E7",2241-Technologues et techniciens en génie électronique et électrique,1,
Québec,     Haut salaire,Industries Fabkor inc.,"ST-GABRIEL-DE-BRANDON, J0K2N0",7237-Soudeurs et opérateurs de machines à souder et à braser,2,
Québec,     Haut salaire,Institut de Cardiologie de Montréal,"Montréal, H1T1C8",3012-Infirmiers autorisés et infirmiers psychiatriques autorisés,1,
Québec,     Haut salaire,Institut universitaire de cardiologie et de pneumologie de Québec,"Québec, G1V4G5",3012-Infirmiers autorisés et infirmiers psychiatriques autorisés,3,
Québec,     Haut salaire,Intermark Transport INC,"La Prairie,, J5R6W9",7511-Conducteurs de camions de transport,16,
Québec,     Haut salaire,Intral Inc.,"PRINCEVILLE, G6L4M3",7231-Machinistes et vérificateurs d'usinage et d'outillage,1,
Québec,     Haut salaire,JPMA GLOBAL INC.,"Montreal, H1E3T5",7237-Soudeurs et opérateurs de machines à souder et à braser,6,
Québec,     Haut salaire,JPMA GLOBAL INC.,"Montreal, H1E3T5",7272-Ébénistes,13,
Québec,     Haut salaire,la meunerie st-patrice inc.,"ST-PATRICE, G0S1B0","9461-Opérateurs de machines et de procédés industriels dans la transformation des aliments, des boissons et des produits connexes",1,
Québec,     Haut salaire,la meunerie st-patrice inc.,"ST-PATRICE, G0S1B0","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",1,
Québec,     Haut salaire,La Société Sword Inc.,"Montréal, H2Y1W4",1222-Adjoints de direction,1,
Québec,     Haut salaire,L'Académie St Jean inc.,"Saint-Jean-sur-Richelieu, J3B1Z8",4214-Éducateurs et aides-éducateurs de la petite enfance,1,
Québec,     Haut salaire,Le Bouvier inc.,"Québec, G2J1A3",6322-Cuisiniers,2,
Québec,     Haut salaire,Le Drummondvillois (2014) inc.,"Drummondville, J2C2A8",6322-Cuisiniers,1,
Québec,     Haut salaire,Le Gauvinois (2014) inc.,"Québec, G1X4Y5",6322-Cuisiniers,1,
Québec,     Haut salaire,Le Port-Jolien (2014) Inc.,"QUÉBEC, G2B1B3",6322-Cuisiniers,1,
Québec,     Haut salaire,Le Rimouskais (2014) Inc,"QUÉBEC, G2B1B3",6322-Cuisiniers,2,
Québec,     Haut salaire,Le Riveloup (2014) inc.,"Rivière-du-Loup, G5R2N1",6322-Cuisiniers,2,
Québec,     Haut salaire,LE SHACK DU MONT-TREMBLANT INC.,"Mont-Tremblant, J8E1E1",6322-Cuisiniers,4,
Québec,     Haut salaire,Le STJC inc.,"Lévis, G6Z2C1",6322-Cuisiniers,1,
Québec,     Haut salaire,"Les Assurances Boyer, Tessier Inc.","Joliette, J6E3G1",6231-Agents et courtiers d'assurance,1,
Québec,     Haut salaire,Les Entreprises L. & C. Jolibois Inc.,"Drummondville, J2B7E9","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1,
Québec,     Haut salaire,Les Entreprises Marvais Inc,"Boucherville, J4B5E4",6311-Superviseurs des services alimentaires,3,
Québec,     Haut salaire,Les équipements d'érabli`ère CDL inc.,"La Guadeloupe, G0M1G0",2243-Techniciens et mécaniciens d'instruments industriels,1,
Québec,     Haut salaire,Les industries Technopaint inc.,"Ste-Clotilde, G0N1C0",9226-Surveillants dans la fabrication d'autres produits métalliques et de pièces mécaniques,1,
Québec,     Haut salaire,Les Pierres Technoprofil Inc.,"Lévis, G7A2N1","9414-Opérateurs de machines dans le façonnage et la finition des produits en béton, en argile ou en pierre",2,
Québec,     Haut salaire,Les Services Conseils Systematix,"QUÉBEC, G1V4W2",2171-Analystes et consultants en informatique,1,
Québec,     Haut salaire,Les Services Conseils Systematix,"QUÉBEC, G1V4W2",2174-Programmeurs et développeurs en médias interactifs,1,
Québec,     Haut salaire,Les Studios Moment Factory Inc.,"Montréal, H2V4H8","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1,
Québec,     Haut salaire,LNLC inc.,"Québec, G2K1L9",3231-Opticiens d'ordonnances,1,
Québec,     Haut salaire,Location Brossard Inc,"Dorval, H9P1J7","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1,
Québec,     Haut salaire,Location et entretien R et R Inc,"Dorval, H9P3A1","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1,
Québec,     Haut salaire,Loyal Express Frigorifique Inc.,"Dorval, H9P1E7",7511-Conducteurs de camions de transport,21,
Québec,     Haut salaire,Ludia inc,"Montreal, H2Y2P5",2174-Programmeurs et développeurs en médias interactifs,1,
Québec,     Haut salaire,Maintenance Industries Meca-Fab inc.,"Saint-Bruno-de-Montarville, J3V6B9",7333-Électromécaniciens,1,
Québec,     Haut salaire,MANAC INC,"St-Georges de Beauce, G5Y8G6",7237-Soudeurs et opérateurs de machines à souder et à braser,3,
Québec,     Haut salaire,MANAC INC,"St-Georges de Beauce, G5Y8G6",7312-Mécaniciens d'équipement lourd,3,
Québec,     Haut salaire,MANAC INC,"St-Georges de Beauce, G5Y8G6",9526-Monteurs et contrôleurs de matériel mécanique,1,
Québec,     Haut salaire,Manac Inc.,"St-Georges de Beauce, G5Y8G6","9522-Assembleurs, contrôleurs et vérificateurs de véhicules automobiles",1,
Québec,     Haut salaire,Marcarko Ltée,"Montréal, H2N2J2",1222-Adjoints de direction,1,
Québec,     Haut salaire,Marché Al Amine Inc.,"Laval, H7G2V9","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1,
Québec,     Haut salaire,Mecachrome Canada Inc.,"Mirabel, J7N3L3",7231-Machinistes et vérificateurs d'usinage et d'outillage,1,
Québec,     Haut salaire,Mediaclip Inc.,"Montréal, H2R3A4",2175-Concepteurs et développeurs Web,1,
Québec,     Haut salaire,Métal 7 Inc.,"Sept-Îles, G4R4X9",7311-Mécaniciens de chantier et mécaniciens industriels,2,
Québec,     Haut salaire,Métal Marquis Inc,"La Sarre, J9Z2L1",7231-Machinistes et vérificateurs d'usinage et d'outillage,3,
Québec,     Haut salaire,Métal Marquis Inc,"La Sarre, J9Z2L1",7237-Soudeurs et opérateurs de machines à souder et à braser,4,
Québec,     Haut salaire,Métal Marquis Inc,"La Sarre, J9Z2L1",7312-Mécaniciens d'équipement lourd,1,
Québec,     Haut salaire,Métal Marquis Inc,"La Sarre, J9Z2L1","9416-Opérateurs de machines à travailler les métaux légers et lourds, et de machines de formage",2,
Québec,     Haut salaire,Métallurgie Castech Inc.,"Thetford Mines, G6G7M8",7311-Mécaniciens de chantier et mécaniciens industriels,1,
Québec,     Haut salaire,Myk Fabrication Inc.,"Joncquière, G7X0G1",7237-Soudeurs et opérateurs de machines à souder et à braser,4,
Québec,     Haut salaire,N&N Remorques inc.,"Saint-Germain-de-Grantham, J0C1K0",7237-Soudeurs et opérateurs de machines à souder et à braser,1,
Québec,     Haut salaire,Nebula Ai Inc,"Chambly, J3L0B8",2174-Programmeurs et développeurs en médias interactifs,1,
Québec,     Haut salaire,Nuance Communications Canada Inc.,"Montréal, H3A3S7",2171-Analystes et consultants en informatique,1,
Québec,     Haut salaire,Oligo Médic inc.,"Laval, H7V5B7",2134-Ingénieurs chimistes,1,
Québec,     Haut salaire,OnePoint Canada Inc.,"MONTRÉAL, H3B1K9",2171-Analystes et consultants en informatique,1,
Québec,     Haut salaire,Paradigme3 inc.,"SAINTE-MARIE, G6E3S5",2174-Programmeurs et développeurs en médias interactifs,1,
Québec,     Haut salaire,Plastiques Moore Inc.,"Saint-Damien, G0R2Y0",7231-Machinistes et vérificateurs d'usinage et d'outillage,2,
Québec,     Haut salaire,Plastiques Moore Inc.,"Saint-Damien-de-Buckland, G0R2Y0",7231-Machinistes et vérificateurs d'usinage et d'outillage,3,
Québec,     Haut salaire,Plate 2000 inc.,"SAINT-ANSELME, G0R2N0",7231-Machinistes et vérificateurs d'usinage et d'outillage,1,
Québec,     Haut salaire,Pomerleau inc.,"Saint-Georges, G5Y0H1",0711-Directeurs de la construction,1,
Québec,     Haut salaire,Premier Aviation Quebec inc.,"Quebec, G2G2S6",7315-Mécaniciens et contrôleurs d'aéronefs,3,
Québec,     Haut salaire,Prival ODC Inc.,"Brossard, J4Z3V4",2281-Techniciens de réseau informatique,1,
Québec,     Haut salaire,Produits American Biltrite Ltée,"Sherbrooke, J1H4K3",7333-Électromécaniciens,1,
Québec,     Haut salaire,RAD Technologies Inc,"Thetford Mines, G6G5R7",7237-Soudeurs et opérateurs de machines à souder et à braser,9,
Québec,     Haut salaire,Rasakti Inc,"Saint-Germain-de-Grantham, J0C1K0",7231-Machinistes et vérificateurs d'usinage et d'outillage,1,
Québec,     Haut salaire,Réjean Thibault Automibiles Inc.,"Amos, J9T2J8","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1,
Québec,     Haut salaire,Réjean Thibault Automibiles Inc.,"Amos, J9T2J8",7322-Débosseleurs et réparateurs de carrosserie,1,
Québec,     Haut salaire,renald toussaint construction inc,"rouyn-noranda, J9Y0C8",7237-Soudeurs et opérateurs de machines à souder et à braser,1,
Québec,     Haut salaire,René Hamel  Autos Inc,"St-Agapit, G0S1Z0",7322-Débosseleurs et réparateurs de carrosserie,1,
Québec,     Haut salaire,Restaurant Alauzon (2014) inc.,"lévis, G6V7A3",6322-Cuisiniers,1,
Québec,     Haut salaire,Restaurant BDJ (2014) Inc.,"Québec, G1G3Z2",6322-Cuisiniers,1,
Québec,     Haut salaire,RESTAURANT COCO PAZZO,"Mont-Tremblant, J8E1E2",6322-Cuisiniers,3,
Québec,     Haut salaire,Restaurant La Rochette (2014) Inc.,"QUÉBEC, G2B1B3",6322-Cuisiniers,1,
Québec,     Haut salaire,Restaurant Le CHNY inc.,"Lévis, G6X1X6",6322-Cuisiniers,1,
Québec,     Haut salaire,Restaurant Le Mont-Jolien Inc.,"QUÉBEC, G2B1B3",6322-Cuisiniers,1,
Québec,     Haut salaire,Restaurant Le Taj,"Montreal, H3A1R7",6321-Chefs,4,
Québec,     Haut salaire,Restaurant Lévisien inc.,"Lévis, G6V9J6",6322-Cuisiniers,1,
Québec,     Haut salaire,Restaurant Montmagny (2014) Inc.,"QUÉBEC, G2B1B3",6322-Cuisiniers,1,
Québec,     Haut salaire,Restaurant Normandie,"Beauceville, G5X1M4",6321-Chefs,2,
Québec,     Haut salaire,Restaurant Normandin (2014) inc.,"Saint-Hyacinthe, J2S8Y4",6322-Cuisiniers,1,
Québec,     Haut salaire,Restaurant Normandin Ste-Foy (2014) inc.,"Québec, G1V1T5",6322-Cuisiniers,2,
Québec,     Haut salaire,Resto Pub L'Immedia inc,"Québec, G1X4Y5",6322-Cuisiniers,4,
Québec,     Haut salaire,Rotobec inc.,"Sainte-Justine, G0R1Y0",7231-Machinistes et vérificateurs d'usinage et d'outillage,1,
Québec,     Haut salaire,Rotobec inc.,"Sainte-Justine, G0R1Y0",7237-Soudeurs et opérateurs de machines à souder et à braser,1,
Québec,     Haut salaire,Rotobec inc.,"Sainte-Justine, G0R1Y0","9416-Opérateurs de machines à travailler les métaux légers et lourds, et de machines de formage",1,
Québec,     Haut salaire,Scanline VFX Montreal Inc.,"MONTRÉAL, H3B2S2",5241-Designers graphiques et illustrateurs,1,
Québec,     Haut salaire,SEMS inc,"salaberry de valleyfield, J6T6G3",7237-Soudeurs et opérateurs de machines à souder et à braser,1,
Québec,     Haut salaire,Senibor inc.,"MONTRÉAL, H4G1V7",1222-Adjoints de direction,1,
Québec,     Haut salaire,Service alimentaire Gordon - Division Québec,"Québec, G2C2E2",7511-Conducteurs de camions de transport,6,
Québec,     Haut salaire,Service alimentaire Gordon Ltée,"Boucherville, J4B7Z1",7511-Conducteurs de camions de transport,11,
Québec,     Haut salaire,Service d'équipement G.D. Inc.,"Saint-Augstin-de-Desmaures, G3A1S4",2252-Designers industriels,1,
Québec,     Haut salaire,Services et Solutions TWM Canada Inc.,"Montréal, H2Y1T4",2171-Analystes et consultants en informatique,1,
Québec,     Haut salaire,Sesame Atwater INC.,"Montréal, H3J2Z8",6322-Cuisiniers,1,
Québec,     Haut salaire,sgt 2000 inc,"St. Germain, J0C1K0",7312-Mécaniciens d'équipement lourd,5,
Québec,     Haut salaire,sgt 2000 inc,"St. Germain, J0C1K0",7511-Conducteurs de camions de transport,5,
