Employer,Address,Positions,Province,Latitude,Longitude
8 Count Dance Inc.,"87B Brunswick Boulevard, Dollard-des-Ormeaux, QC  H9B 2J5",1,Quebec,45.477056,-73.811162
8775478 CANADA INC.,"558 Frontenac Street, Bromont, QC  J2L 1Y2",1,Quebec,45.267965,-72.646573
8925461 Canada Inc.,"8180, chemin Devonshire, Suite 2, Mont-Royal, QC  H4P 2K3",1,Quebec,45.4929555,-73.6658705
9008-1951 Québec Inc.,"634, 5e Rang, La Présentation, QC  J0H 1B0",64,Quebec,45.687511,-73.099655
9017 1760 Québec Inc. (Les Serres Fortier),"1703, route Marie-Victorin, St-Nicolas, QC  G7A 4H4",2,Quebec,46.7007625,-71.4130407
9029-0354 Québec Inc,"113, rang St-Édouard, Saint-Jean-sur-Richelieu, QC  J2X 5T9",1,Quebec,45.327376,-73.235338
9053-4785 Québec inc.,"6525 Décarie Boulevard., Suite 209, Montreal, QC  H3W 2E3",1,Quebec,45.489459,-73.620424
9121-2399 Qc inc.,"929 Principale Street, St-Ferdinand, QC  G0N 1N0",6,Quebec,46.112329,-71.57336
9150-5784 Québec inc,"124, chemin des Raymond, Rivière-du-Loup, QC  G5R 5X4",1,Quebec,47.829313,-69.513848
9199-4582 Québec inc.,"481, montée de la Rivière-du-Sud, Montmagny, QC  G5V 3R9",1,Quebec,46.966656,-70.531465
9230-3460 Québec Inc.,"152, chemin de la Butte, Saint-Ferréol-Les-Neiges, QC  G0A 3R0",1,Quebec,47.129865,-70.842406
9247 9880 Québec Inc (Ferme Franot),"2074, chemin Lalande, Mirabel, QC  J7N 2Z3",1,Quebec,45.580403,-74.226544
9248-9921 Quebec inc.,"9187, 13e Avenue, Montreal, QC  H1Z 3L4",1,Quebec,45.573595,-73.62782
9260-6946 Québec Inc.,"6405, montée Villeneuve, Mirabel, QC  J7N 2H1",9,Quebec,45.598205,-74.026717
9266-0745 Québec Inc,"480, chemin Héroux, St-Boniface, QC  G0X 2L0",1,Quebec,46.493096,-72.812642
9268-8894 Québec Inc.,"5555 Casgrain Avenue, Suite 301, Montreal, QC  H2T 1Y1",1,Quebec,45.527144,-73.597952
9272-3444 Québec Inc. pour le moment,"204 Notre-Dame Street West, Suite 350, Montreal, QC  H2Y 1T3",1,Quebec,45.503018,-73.558047
9274-7948 Quebec inc. Les Serres Sagami St-Janvier,"16949, chemin Victor, St-Janvier Mirabel, QC  J7P 1P3",11,Quebec,45.580767,-73.859342
9280-7692 Quebec inc.,"3575 Du Parc Avenue, Suite 4115, Montreal, QC  H2X 3P9",1,Quebec,45.510287,-73.575074
9282-7542 Québec Inc.,"6177 Marivaux Street, Saint-Léonard, QC  H1P 3H6",1,Quebec,45.6009778,-73.6074324
A & R Boulet Inc.,"482, chemin Rivière du Sud, St-François-de-la-Rivière-du-Sud, QC  G0R 3A0",1,Quebec,46.671567,-71.110015
"A&W Restaurant, Sept-Îles (9215-5662 Quebec Inc.)","719 Laure Boulevard, Sept-Îles, QC  G4R 1Y2",7,Quebec,50.219487,-66.383935
AAA Canada Inc.,"780 Brewster Avenue, Suite 03-200, Montreal, QC  H4C 2K1",1,Quebec,45.483324,-73.583975
ABB Inc,"8585 Trans Canada Highway, Saint-Laurent, QC  H4S 1Z6",1,Quebec,45.490893,-73.751632
Absolunet inc.,"4800 Ambroise-Lafortune Street, Suite 101, Boisbriand, QC  J7H 1S6",1,Quebec,45.641148,-73.872321
Accent-Fairchild Group inc.,"5151 Thimens Boulevard, Montreal, QC  H4R 2C8",1,Quebec,45.497407,-73.727964
ACCEO Solutions Inc.,"75 Queen Street, Suite 6100, Montreal, QC  H3C 2N6",1,Quebec,45.497537,-73.555044
Acensi,"430 Sainte-Hélène Street, Suite 501, Montreal, QC  H2Y 2K7",1,Quebec,45.501413,-73.558536
Acquisio Inc.,"6300 Auteuil Avenue, Suite 300, Brossard, QC  J4Z 3P2",1,Quebec,45.46814,-73.465026
Agence de la santé et des services sociaux de Montréal,"3725 St-Denis Street, Montreal, QC  H2X 3L9",1,Quebec,45.518788,-73.57144
Agence Média Équation Humaine Inc.,"325 Du Marais Street, Suite 234, Québec, QC  G1M 3R3",1,Quebec,46.819251,-71.291226
AgileDSS Inc.,"407 McGill Street, Suite 501, Montreal, QC  H2Y 2G3",1,Quebec,45.500405,-73.557362
Agritabex Inc.,"1380, rang Sud, St-Thomas-de-Joliette, QC  J0K 3L0",2,Quebec,46.012426,-73.355485
Air Canada,"7373 Côte-Vertu Boulevard, Saint-Laurent, QC  H4Y 1H4",2,Quebec,45.510392,-73.681848
Aircraft Maintenance Systems RD Inc.,"1100 Sherbrooke Street West, Suite 100, Montreal, QC  H3A 1G7",1,Quebec,45.501854,-73.576509
Akka Groupe Amérique du Nord Inc.,"2000 Peel Street, Suite 660, Montreal, QC  H3A 2W5",1,Quebec,45.500906,-73.574766
AlayaCare,"4200 St-Laurent Boulevard, Suite 320, Montreal, QC  H2W 2R2",1,Quebec,45.518103,-73.582162
ALCHIMIE 24 INC. (ALCHEMY 24 INC.),"4710 St-Ambroise Street, Suite 352, Montreal, QC  H4C 2C7",1,Quebec,45.471077,-73.585455
Alexander von Humboldt German School,"216 Victoria Drive, Baie D'urfé, QC  H9X 2H9",2,Quebec,45.4175586,-73.9075375
Alta Precision Inc.,"11120 Colbert Street, Anjou, QC  H1J 2S1",1,Quebec,45.617666,-73.590848
Alten Canada inc.,"1100 René-Lévesque Boulevard West, Suite 1305, Montreal, QC  H3B 4N4",5,Quebec,45.498856,-73.570201
Amcor Flexibles Capsules Canada,"2301, Route 112, Saint-Césaire, QC  J0L 1T0",1,Quebec,45.414543,-73.02362
Apcurium Group,"5250 Ferrier Street, Suite 709, Montreal, QC  H4P 1L4",2,Quebec,45.498153,-73.656841
Approuve,"1797 Papineau Street, Longueuil, QC  J4K 3L4",1,Quebec,45.514071,-73.49224
Argex Titane Inc,"630 Sherbrooke Street West, Suite 410, Montreal, QC  H3E 1E4",1,Quebec,45.455096,-73.546621
Association Péruvienne de Montréal,"7201 Papineau Avenue, Montreal, QC  H2E 2G7",2,Quebec,45.549462,-73.610489
ASSOCIATION QUÉBÉCOISE DES PARENTS ET AMIS DE LA PERSONNE ATTEINTE DE MALADIE MENTALE INC.,"1260 Sainte-Catherine Street East, Suite 202, Montreal, QC  H2L 2H2",1,Quebec,45.498025,-73.574881
Assystem Canada Inc.,"395 Saint-Croix Avenue, Suite 200, St-Laurent, QC  H4N 2L3",1,Quebec,45.510708,-73.6705963
Atelier D'usinage Megatech A.Q. Inc.,"340 Galilée Street, Québec, QC  G1P 4M9",1,Quebec,46.802137,-71.295912
ATELIER D'USINAGE ST-HUBERT LTÉE,"4640 Thibault Avenue, St-Hubert, QC  J3Y 0A8",1,Quebec,45.50337,-73.43959
Atocas Notre Dame inc.,"136, route 165, Saint-Sophie d'Halifax, QC  G0P 1L0",15,Quebec,46.153275,-71.707873
Atomic Fiction,"2050 De Bleury Street, Suite 800, Montreal, QC  H3A 2J5",6,Quebec,45.507564,-73.56949
Auberge La Châtelaine,"830, chemin des falaises, La Malbaie, QC  G5A 2V7",1,Quebec,47.628613,-70.145457
Autodesk Canada Co.,"10 Duke Street, Montreal, QC  H3C 2L7",2,Quebec,45.495165,-73.552769
Automoteur M.M.R. Inc.,"P.O. Box 363, Lourdes-de-Blanc-Sablon, QC  G0G 1W0",2,Quebec,51.412024,-57.203117
Aux Aubépines 2002 inc.,"3150, chemin de l'Église, St-Polycarpe, QC  J0P 1X0",11,Quebec,45.2722015380859,-74.3366470336914
AZZIMOV MOBILITÉ INC. (antérieur: Guidyu Mobile Inc.),"5570 Cartier Street, Suite 105, Montreal, QC  H2H 1X9",3,Quebec,45.53891,-73.585267
B Cousineau & Fils  S.E.N.C,"605, rang de la Rivière-Sud, St-Roch De L'achigan, QC  J0K 3H0",4,Quebec,45.848711,-73.623247
Bad Hair Productions (Muse) Inc.,"706 Brewster Avenue, Montreal, QC  H4C 2K1",3,Quebec,45.483324,-73.583975
Ballets Jazz De Montreal(Les),"1210 Sherbrooke Street East, Montreal, QC  H2L 1L9",3,Quebec,45.500504,-73.577801
BAM Strategy,"4810 Jean-Talon Street West, Suite 203, Montreal, QC  H4P 2N5",1,Quebec,45.498482,-73.648418
Bangkok Express,"5645 De Monkland Avenue, Montreal, QC  H4A 1E2",1,Quebec,45.475778,-73.622778
Banque Nationale du Canada,"1360 René-Lévesque Boulevard West, 5th Floor, Montreal, QC  H3G 2W4",2,Quebec,45.518859,-73.552151
Banque Nationale Groupe Financier,"1100 University Street, Montreal, QC  H3B 2G7",1,Quebec,45.501565,-73.566745
Baobaz Inc,"3981 Saint-Laurent Boulevard, Suite 600, Montreal, QC  H2W 1Y5",1,Quebec,45.516832,-73.578797
BCA Research Inc.,"1002 Sherbrooke Street West, Suite 1600, Montreal, QC  H3A 3L6",1,Quebec,45.502222,-73.576155
Beenox inc.,"305 Charest Boulevard East, Suite 700, Québec, QC  G1K 3H3",1,Quebec,46.813533,-71.224271
Behaviour Interactif Inc.,"416 De Maisonneuve Boulevard West, Suite 600, Montreal, QC  H3A 1L2",5,Quebec,45.505746,-73.570266
Benjoporc inc.,"97, rang des Forges, Ste-Geneviève-de-Batiscan, QC  G0X 2R0",2,Quebec,46.612569,-72.291314
Beyond Technologies Consulting Inc.,"111 Duke Street, Suite 3600, Montreal, QC  H3C 2M1",2,Quebec,45.495114,-73.553389
BG Communications,"4996, Place de la Savane, Montreal, QC  H4P 1Z8",1,Quebec,45.499373,-73.653906
Bibliothèque Archives Nationales du Québec,"475 De Maisonneuve Boulevard East, Montreal, QC  H2L 5C4",1,Quebec,45.515219,-73.561344
Biomod Concepts Inc.,"75 De Mortagne Boulevard, P.O. Box 119, Boucherville, QC  J4B 6Y4",1,Quebec,45.574928,-73.44731
Bistro Kiyomi Tapas Coreen,"145, Promenade Centropolis, Laval, QC  H7T 0B3",1,Quebec,45.557364,-73.773753
BLANKETS & BEYOND,"350 Louvain Street West, Suite 500, Montreal, QC  H2N 2E8",1,Quebec,45.540239,-73.657837
Bleuetière Du Point Du Jour,"330, rang Point-du-Jour Sud, Lavaltrie, QC  J5T 3P4",1,Quebec,45.928921,-73.338073
Bloomind Inc.,"1000 De La Gauchetiere Street West, Suite 2400, Montreal, QC  H3B 4W5",1,Quebec,45.515392,-73.553859
BNP Paribas,"1981 McGill College Avenue, Montreal, QC  H3A 2W8",1,Quebec,45.502029,-73.570987
BNP Paribas Solutions TI Canada Inc.,"1981 McGill College Avenue, Montreal, QC  H3A 2W8",1,Quebec,45.502029,-73.570987
Bombardier Aéronautique,"400 De La Côte-Vertu Boulevard West, Dorval, QC  H4S 1Y9",12,Quebec,45.4787089,-73.7274531
Bombardier Aerospace,"400  De La Côte-Vertu Boulevard West, Dorval, QC  H4S 1Y9",3,Quebec,45.4787089,-73.7274531
Bombardier Inc.,"400 De La Côte-Vertu Boulevard West, Dorval, QC  H4S 1Y9",3,Quebec,45.4787089,-73.7274531
Bottega Pizzeria,"65 St-Zotique Street East, Montreal, QC  H2S 1K6",3,Quebec,45.531384,-73.612801
Boucherie du marché,"224, Place du Marché-du-Nord, Montreal, QC  H2S 1A1",1,Quebec,45.536901,-73.615052
Boulangerie Chicoutimi-Nord inc.,"2175 Roussel Street, Chicoutimi, QC  G7G 1W4",1,Quebec,48.437268,-71.06809
Boulangerie du Village,"413 Principale Street, St-Donat, QC  J0T 2C0",2,Quebec,46.371298,-74.241626
Boulangerie Folles Farines,"113 De Saint-Cécile-du-Bic Street, Rimouski, QC  G0L 1B0",1,Quebec,48.354467,-68.714659
Boulangerie Premiere Moisson (Maisonneuve),"4445 Ontario Street East, Montreal, QC  H1V 3V3",1,Quebec,45.554258,-73.538659
Boule-Miche (La) (Micro-Boulangerie),"1483, chemin Ste-Foy, Québec, QC  G1S 2N7",1,Quebec,46.793087,-71.258162
Brookfield Energy Marketing Inc.,"480 De La Cité Boulevard, Gatineau, QC  J8T 8R3",1,Quebec,45.481316,-75.68099
BRP inc.,"565 De La Montagne Street, Valcourt, QC  J0E 2L0",3,Quebec,45.535331,-72.298759
BSP Concept Inc.,"3442 Saint-Denis Street, Montreal, QC  H2X 3L3",1,Quebec,45.517573,-73.568776
BUF Canada Inc.,"3575 Saint-Laurent Boulevard, Suite 500, Montreal, QC  H2X 2T6",2,Quebec,45.514036,-73.57248
Buona Notte Bar/Restaurant,"3518 St-Laurent Boulevard, Montreal, QC  H2X 2V2",1,Quebec,45.513416,-73.571102
C & D Aerospace Canada Co,"18107, route Transcanadienne, Kirkland, QC  H9J 3K1",1,Quebec,45.447842,-73.881601
C.H.U.M.,"850 St-Denis Street, 5th Floor, Montreal, QC  H2X 0A9",17,Quebec,45.511383,-73.5555509
CAE Inc.,"8585, chemin Côte-de-Liesse, Montreal, QC  H4T 1G6",1,Quebec,45.504464,-73.665844
Calculatec Inc.,"4455 St-Hubert Street, Montreal, QC  H2J 2X1",1,Quebec,45.525669,-73.581209
California Pizza,"6400 Décarie Boulevard, Montreal, QC  H3Y 2K2",1,Quebec,45.481619,-73.60735
Cambodiana (Restaurant),"5800 Jean-XXIII Boulevard, Trois-Rivières, QC  G8Z 4B5",1,Quebec,46.33092,-72.594951
Canadian Royalties Inc.,"800 René-Lévesque Boulevard West, Suite 410, Montreal, QC  H3B 1X9",2,Quebec,45.514464,-73.556599
Canards Des Monts Inc,"145, rang des Dix-Terres, Rougemont, QC  J0L 1M0",5,Quebec,45.43813,-73.092904
Canneberges Drummond Cranberries inc.,"4105, rang 4, St-Lucien, QC  J0C 1N0",4,Quebec,45.929801940918,-72.786994934082
Canneberges L & S SEC,"3495, rang 4, St-Lucien, QC  J0C 1N0",7,Quebec,45.929801940918,-72.786994934082
Canneberges Quebec Senc,"250, rang 1, St-Louis-De-Blandford, QC  G0Z 1B0",5,Quebec,46.220281,-72.047316
Cargomar Inc.,"381 Notre-Dame Street, Suite 200, Montreal, QC  H2Y 1T9",1,Quebec,45.501627,-73.55908
Carrefour Dentaire de Montréal,"1101 Bélanger Street East, Montreal, QC  H2S 1H6",1,Quebec,45.541337,-73.608253
Carrefour Familial Hochelaga,"1611 D'Orléans Avenue, Montreal, QC  H1W 3R4",1,Quebec,45.547998,-73.540233
Cassis/Reitmans,"250 Sauvé Street West, Montreal, QC  H3L 1Z2",1,Quebec,45.542796,-73.662597
CCH Canadienne Limitée (Wolters Kluwer Limitée),"1120 De Cherbourg Street, Sherbrooke, QC  J1K 2N8",2,Quebec,45.388097,-71.925079
Cèdrière St-Edmond Inc,"1328, route 122, St-Edmond-De-Grantham, QC  J0C 1K0",2,Quebec,45.850955,-72.577291
Cégep de Baie-Comeau,"537 Blanche Boulevard, Baie-Comeau, QC  G5C 2B2",1,Quebec,49.185237,-68.263618
CENOP inc.,"30 Fleury Street West, Montreal, QC  H3L 1S8",1,Quebec,45.547638,-73.665437
Centre Canadien d'Architecture,"1920 Baile Street, Montreal, QC  H3H 2S6",2,Quebec,45.491929,-73.578883
Centre de santé et Services Sociaux de Jonquière,"2230 De L'Hôpital Street, P.O. Box 1200, Jonquière, QC  G7X 7X2",1,Quebec,48.3621406555176,-71.3956832885742
Centre de santé et services sociaux de Sept-Îles,"45 Père-Divet Street, Sept-Îles, QC  G4R 3N7",1,Quebec,50.209336,-66.383693
Centre dentaire Poisson et Associé,"67 Ambroise-Fafard Street, Room 201, Baie-St-Paul, QC  G3Z 2J7",1,Quebec,47.442494,-70.505823
CENTRE D'ESCALADE ALLEZ-UP,"1555 Saint-Patrick Street, Montreal, QC  H3K 2B7",1,Quebec,45.485619,-73.5626705
Centre d'Insémination Porcine du Québec inc.,"1485 St-Aimé Street, St-Lambert-de-Lauzon, QC  G0S 2W0",1,Quebec,46.554609,-71.234934
Centre EauVie,"93 Dwight Street, Morin-Heights, QC  J0R 1H0",2,Quebec,45.903369,-74.255505
Centre Hospitalier Universitaire de Sherbrooke,"3001, 12e Avenue Nord, Sherbrooke, QC  J1H 5N4",27,Quebec,45.447645,-71.863029
CENTRE INTERDISCIPLINAIRE DE DÉVELOPPEMENT EN CARTOGRAPHIE DES OCÉANS (CIDCO),"310, allée des Ursulines, P.O. Box 3300, Rimouski, QC  G5L 3A1",1,Quebec,48.451206,-68.514445
CEPSA Chimie Montréal S.E.C.,"10200 Sherbrooke Street East, Montreal, QC  H1B 1B4",1,Quebec,45.61591,-73.523927
CERC (Clinique d'Évaluation & Réadaptation Cognitive),"1435 Saint-Martin Boulevard West, Suite 609, Laval, QC  H7S 2C6",1,Quebec,45.570254,-73.723596
CFR Dorchester Inc,"195, 1re Rue Ouest, Sainte-Claire, QC  G0R 2V0",1,Quebec,46.594235,-70.860566
CGI (Conseillers en gestion informatique),"410 Charest Boulevard East, Suite 700, Québec, QC  G1K 8G3",6,Quebec,46.813822,-71.22369
CGI Inc,"1350 René-Levesque Boulevard West, Montreal, QC  H3G 1T4",18,Quebec,45.506419,-73.563688
ChallengeU,"4267 Saint-Laurent Boulevard, Suite 300, Montreal, QC  H2W 1Z4",1,Quebec,45.518679,-73.583456
Charton Hobbs inc.,"3000 René-Lévesque Boulevard, Suite 400, Ile-des-Soeurs, QC  H3E 1T9",1,Quebec,45.467302,-73.538272
Châssis d'auto Idéal (Montréal) inc.,"900 Saint-Grégoire Street, Montreal, QC  H2J 1A6",2,Quebec,45.5317503,-73.5917029
Chocmod Canada Inc.,"1065 Pierre-Caisse Street, St-Jean-sur-Richelieu, QC  J2W 0G9",1,Quebec,45.3527288,-73.2861638
CHU Sainte-Justine,"3175, chemin Côte-Ste-Catherine, Montreal, QC  H3T 1C5",10,Quebec,45.501818,-73.624537
Cinesite Inc.,"250 Saint-Antoine Street West, Suite 500, Montreal, QC  H2Y 0A3",6,Quebec,45.5052277,-73.5557318
Ciot Montréal Inc.,"9151 Saint-Laurent Boulevard, Montreal, QC  H2N 1N2",1,Quebec,45.544245,-73.650371
Clinique Multiservice Familiale Inc.,"169, montée St-Sulpice, L'Assomption, QC  J5W 2T3",1,Quebec,45.826869,-73.400536
CloudOps Inc.,"420 Guy Street, Montreal, QC  H3J 1S6",1,Quebec,45.489387,-73.565839
Club Sportif Côte de Liesse,"8305, chemin de la Côte-de-Liesse, St-Laurent, QC  H4T 1G5",1,Quebec,45.473268,-73.708372
CMLabs Simulations,"645 Wellington Street, Suite 301, Montreal, QC  H3C 1T2",1,Quebec,45.498652,-73.555326
CNETE inc.,"2263 Du College Avenue, Shawinigan, QC  G9N 6V8",1,Quebec,46.540496,-72.755211
Collège des médecins du Québec,"2170 René-Lévesque Boulevard West, Montreal, QC  H3H 2T8",6,Quebec,45.489276,-73.580362
Commission Scolaire De Montreal,"3737 Sherbrooke Street East, Montreal, QC  H1X 3B3",2,Quebec,45.550613,-73.554934
Commission scolaire de Sorel-Tracy,"41 De L'Hôtel-Dieu Avenue, Sorel-Tracy, QC  J3P 1L1",1,Quebec,46.0420273,-73.1152126
COMMUNAUTÉ SYRIAQUE CATHOLIQUE,"3000 Édouard Montpetit Street, Laval, QC  H7T 2T5",1,Quebec,45.565762,-73.74957
Compagnie BroadSign Canada,"440 Rene-Levesque Boulevard West, Suite 1500, Montreal, QC  H2Z 1V7",1,Quebec,45.504467,-73.565302
Compagnons De Montréal,"2602 Beaubien Street East, Montreal, QC  H1Y 1G5",1,Quebec,45.550408,-73.590297
Comptoir Agricole Ste-Anne inc.,"418 Des Industries Street, Repentigny, QC  J5Z 4X5",2,Quebec,45.754562,-73.480006
Compugen Inc,"7355, route Transcanadienne, Montreal, QC  H4T 1T3",1,Quebec,45.4894932,-73.7086064
Concept Naval,"25 Du Marché Champlain Street, Québec, QC  G1K 4H2",1,Quebec,46.81223,-71.20242
Conception Promécanick,"782, 20e Avenue, Mandeville, QC  J0K 1L0",1,Quebec,46.34055,-73.373257
Concordia University,"1455 De Maisonneuve Boulevard West, Building GM806-05, Montreal, QC  H3G 1M8",3,Quebec,45.521216,-73.555699
Connex Quebec Inc.,"1475, 32e Avenue, Lachine, QC  H8T 3J1",1,Quebec,45.4523909,-73.7017153
Coptic Orphans Support Association,"P.O. Box 52033, Laval, QC  H7P 5S1",1,Quebec,45.551798,-73.834512
CORDONNERIE TALON MINUTE INC.,"3050 De Portland Boulevard, Sherbrooke, QC  J1L 1K1",1,Quebec,45.40313,-71.956314
Couvoir Québec inc,"11605 De la Colline Boulevard, Québec, QC  G2A 2E1",3,Quebec,46.86525,-71.349954
Crchuq,"10 De L'Espinay Street, Room BO-526, Québec, QC  G1L 3L5",1,Quebec,46.827705,-71.235775
CRDITED BSL,"325 St-Jean-Baptiste Street East, 3rd Floor, Rimouski, QC  G5L 1Y8",1,Quebec,48.454665,-68.514062
Croesus Finansoft Inc,"600 Armand Frappier Boulevard, Suite 200, Laval, QC  H7V 4B4",1,Quebec,45.554064,-73.734052
CSSS Champlain-Charles-Le-Moyne (Hopital Charles-LeMoyne),"3120 Taschereau Boulevard, Greenfield Park, QC  J4V 2H1",1,Quebec,45.495981,-73.483277
CSSS de la Baie-des-Chaleurs,"419 Perron Boulevard, Maria, QC  G0C 1Y0",1,Quebec,48.169938,-65.994454
CSSS de Rouyn-Noranda,"4, 9e Rue, Rouyn-Noranda, QC  J9X 2B2",1,Quebec,48.2429663,-79.0207956
CSSS de Saint-Jérôme,"290 De Montigny Street, Saint-Jérôme, QC  J7Z 5T3",1,Quebec,45.76686,-73.999412
CSSS du Haut-Saint-Laurent,"28 Gale Street, Ormstown, QC  J0S 1K0",1,Quebec,45.122858,-74.018803
CSSS du Pontiac,"160, chemin de la Chute, P.O. Box 430, Mansfield, QC  J0X 1R0",3,Quebec,45.855239,-76.728743
CSSS Pierre-de Saurel,"400 De L'Hôtel-Dieu Street, Sorel-Tracy, QC  J3P 1N5",2,Quebec,46.046245,-73.096594
CSSS Sud-Ouest-Verdun,"5500 Lasalle Boulevard, Verdun, QC  H4H 1N9",1,Quebec,45.452722,-73.567288
Cycles Devinci inc.,"1555 De La Manic Street, Chicoutimi, QC  G7K 1G8",1,Quebec,48.403562,-71.123932
Danielle Desroches Pharmacienne Inc.,"905 René-Levesque Boulevard East, Montreal, QC  H2L 5B1",1,Quebec,45.515377,-73.55578
Déli Universel,"2600 Laurier Boulevard, Suite 68, Ste-Foy, QC  G1V 4T3",2,Quebec,46.771027,-71.281169
Deloitte & Touche LLP - Montreal,"3, Place Ville-Marie, Suite 3000, Montreal, QC  H3B 4T9",1,Quebec,45.502058,-73.568434
Dempton Groupe Conseil,"1255 University Street, Suite 450, Montreal, QC  H3B 3B6",1,Quebec,45.503202,-73.569465
Dental Wings Inc.,"2251 Letourneux Avenue, Montreal, QC  H1V 2N9",1,Quebec,45.553718,-73.543417
Design Panorama Vert inc.,"460, Place des Nautoniers, Verdun, QC  H3E 1T3",1,Quebec,45.46321,-73.551194
Dessau Inc.,"1060 University Street, Suite 600, 6th Floor, Montreal, QC  H3B 4V3",1,Quebec,45.500795,-73.56523
Dexter IT Inc. / Talsom Inc.,"402 Notre-Dame Street East, Suite 200, Montreal, QC  H2Y 1C8",1,Quebec,45.501627,-73.55908
Dicom Express,"10315, chemin Côte-de-Liesse, Dorval, QC  H9P 1A6",1,Quebec,45.46016,-73.726151
Digital Shape Technologies Inc,"1155 René-Lévesque Boulevard West, Suite 2200, Montreal, QC  H3B 4T3",1,Quebec,45.48896,-73.580994
Dimension Composite Inc,"2530, 95e Rue, St-Georges, QC  G5Y 5C2",1,Quebec,46.146022,-70.691725
Distech Controls Inc.,"4205, Place de Java, Brossard, QC  J4Y 0C4",1,Quebec,45.431601,-73.4565186
Distribution Denis Fontaine Inc.,"12795 Du Parc Street, Mirabel, QC  J7J 1P3",1,Quebec,45.696849,-73.930076
Divertissements Gameloft Inc.,"5800 St-Denis Street, Suite 1001, Montreal, QC  H2S 3L5",9,Quebec,45.530616,-73.597515
Domaine De Dunham Inc.,"4470, chemin Godbout, Dunham, QC  J0E 1M0",5,Quebec,45.18365,-72.83659
Domaine J.M.G. Trottier Inc.,"30, rang St-Hippolyte, Oka, QC  J0N 1E0",3,Quebec,45.496258,-74.140595
Domaine Les Brome,"285, chemin Brôme, Lac Brôme, QC  J0E 1S0",1,Quebec,45.050584,-72.37232
Dulcedo Inc.,"438 McGill Street, Suite 200, Montreal, QC  H2Y 2A1",5,Quebec,45.502675,-73.555317
E4soft Inc.,"619A Guimond Boulevard, Longueuil, QC  J4G 1L9",1,Quebec,45.567192,-73.468356
Ecole de danse Arthur Murray,"49 Brunswick Boulevard, Dollard-des-Ormeaux, QC  H9B 1P7",1,Quebec,45.483637,-73.795154
